trial,arm,belief_term,t_h1,thr_h1,det_h1,t_h0,thr_h0,det_h0
40,tp_uic_full,1,19.700228953622116,20.66856907571369,0.0,13.190602566853485,20.66856907571369,0.0
41,perfect_channel,0,21.64634425848371,20.66856907571369,1.0,23.71870553301488,20.66856907571369,1.0
41,tp_uic_stage1,0,17.29986557992644,20.66856907571369,0.0,21.34088097803893,20.66856907571369,1.0
41,tp_uic_full,0,18.912877080991002,20.66856907571369,0.0,18.902968205972027,20.66856907571369,0.0
41,perfect_channel,1,21.081188742181823,20.66856907571369,1.0,22.970210289886573,20.66856907571369,1.0
41,tp_uic_stage1,1,17.05438784603311,20.66856907571369,0.0,21.342558932062115,20.66856907571369,1.0
41,tp_uic_full,1,18.76082183810502,20.66856907571369,0.0,18.826820139166777,20.66856907571369,0.0
42,perfect_channel,0,15.832658696584556,20.66856907571369,0.0,14.945564234844742,20.66856907571369,0.0
42,tp_uic_stage1,0,15.235724337312178,20.66856907571369,0.0,16.130980084437958,20.66856907571369,0.0
42,tp_uic_full,0,18.932722290990412,20.66856907571369,0.0,16.124203910435696,20.66856907571369,0.0
42,perfect_channel,1,16.34861517375977,20.66856907571369,0.0,13.354732363730077,20.66856907571369,0.0
42,tp_uic_stage1,1,14.990576512655496,20.66856907571369,0.0,15.071190811035173,20.66856907571369,0.0
42,tp_uic_full,1,19.081896564188014,20.66856907571369,0.0,14.378205426859285,20.66856907571369,0.0
43,perfect_channel,0,24.56207910081777,20.66856907571369,1.0,21.364355105165444,20.66856907571369,1.0
43,tp_uic_stage1,0,16.349525631921807,20.66856907571369,0.0,21.818930897472192,20.66856907571369,1.0
43,tp_uic_full,0,19.172795479435695,20.66856907571369,0.0,20.48902844916101,20.66856907571369,0.0
