condition,trial,method,pd,pfa,reports,observations,active_targets,capture,bits,delay_ms,selector_seconds,objective_gain,extra_pd_evaluations,accepted_moves
rcs1_k0,35,robust,0.2,0.043333333333333335,0,60,10,1.0,0.0,0.0,4.028342599980533,0.0,0,0
rcs1_k0,36,v1,0.3,0.056666666666666664,0,50,10,1.0,0.0,0.0,2.964814899954945,0.0,0,0
rcs1_k0,36,joint,0.3,0.056666666666666664,0,50,10,1.0,0.0,0.0,3.0676529998891056,0.0,312,0
rcs1_k0,36,balanced,0.3,0.056666666666666664,0,60,10,1.0,0.0,0.0,0.44865320005919784,0.0,0,0
rcs1_k0,36,robust,0.3,0.06,0,60,10,1.0,0.0,0.0,3.819183500017971,0.0,0,0
rcs1_k0,37,v1,0.5,0.043333333333333335,0,50,10,1.0,0.0,0.0,2.728498699958436,0.0,0,0
rcs1_k0,37,joint,0.4,0.05,0,38,10,1.0,0.0,0.0,2.860800400027074,0.03626786183757913,333,6
rcs1_k0,37,balanced,0.5,0.03666666666666667,0,60,10,1.0,0.0,0.0,0.37568229995667934,0.0,0,0
rcs1_k0,37,robust,0.5,0.04,0,60,10,1.0,0.0,0.0,3.9434480000054464,0.0,0,0
rcs1_k0,38,v1,0.4,0.06,0,55,10,1.0,0.0,0.0,3.5048658999148756,0.0,0,0
rcs1_k0,38,joint,0.4,0.06,0,55,10,1.0,0.0,0.0,3.6127528998767957,0.0,308,0
rcs1_k0,38,balanced,0.3,0.06666666666666667,0,60,10,1.0,0.0,0.0,0.5385882999980822,0.0,0,0
rcs1_k0,38,robust,0.4,0.06,0,60,10,1.0,0.0,0.0,4.4690772000467405,0.0,0,0
rcs1_k0,39,v1,0.4,0.05333333333333334,0,55,10,1.0,0.0,0.0,3.515718500013463,0.0,0,0
rcs1_k0,39,joint,0.4,0.05333333333333334,0,55,10,1.0,0.0,0.0,3.6209071000339463,0.0,302,0
rcs1_k0,39,balanced,0.4,0.043333333333333335,0,60,10,1.0,0.0,0.0,0.46635489992331713,0.0,0,0
rcs1_k0,39,robust,0.4,0.05,0,60,10,1.0,0.0,0.0,4.4933471999829635,0.0,0,0
rcs1_k0,40,v1,0.4,0.05333333333333334,0,55,10,1.0,0.0,0.0,3.8232759999809787,0.0,0,0
rcs1_k0,40,joint,0.4,0.05333333333333334,0,55,10,1.0,0.0,0.0,3.930357399978675,0.0,314,0
rcs1_k0,40,balanced,0.3,0.05333333333333334,0,60,10,1.0,0.0,0.0,0.5771010000025854,0.0,0,0
rcs1_k0,40,robust,0.4,0.056666666666666664,0,60,10,1.0,0.0,0.0,4.935938799986616,0.0,0,0
rcs1_k0,41,v1,0.5,0.06666666666666667,0,55,10,1.0,0.0,0.0,3.869942499906756,0.0,0,0
rcs1_k0,41,joint,0.5,0.06333333333333334,0,51,10,1.0,0.0,0.0,4.003366599907167,0.016810202250239215,343,2
rcs1_k0,41,balanced,0.5,0.06666666666666667,0,60,10,1.0,0.0,0.0,0.5314419000642374,0.0,0,0
rcs1_k0,41,robust,0.5,0.07,0,60,10,1.0,0.0,0.0,4.344459900050424,0.0,0,0
rcs1_k0,42,v1,0.0,0.043333333333333335,0,60,10,1.0,0.0,0.0,4.670753999962471,0.0,0,0
rcs1_k0,42,joint,0.0,0.043333333333333335,0,60,10,1.0,0.0,0.0,4.801980799995363,0.0,353,0
rcs1_k0,42,balanced,0.1,0.056666666666666664,0,60,10,1.0,0.0,0.0,0.5986626000376418,0.0,0,0
rcs1_k0,42,robust,0.0,0.043333333333333335,0,60,10,1.0,0.0,0.0,4.979383599944413,0.0,0,0
rcs1_k0,43,v1,0.4,0.06666666666666667,0,51,10,0.9019607843137255,0.0,0.0,4.136880400008522,0.0,0,0
rcs1_k0,43,joint,0.4,0.06666666666666667,0,51,10,0.9019607843137255,0.0,0.0,4.254807300167158,0.0,345,0
rcs1_k0,43,balanced,0.4,0.056666666666666664,0,60,10,0.9166666666666666,0.0,0.0,0.6465614999178797,0.0,0,0
rcs1_k0,43,robust,0.4,0.056666666666666664,0,60,10,0.9166666666666666,0.0,0.0,5.102548300055787,0.0,0,0
rcs1_k0,44,v1,0.5,0.043333333333333335,0,50,10,1.0,0.0,0.0,3.3482811999274418,0.0,0,0
rcs1_k0,44,joint,0.5,0.043333333333333335,0,50,10,1.0,0.0,0.0,3.4608577999752015,0.0,318,0
rcs1_k0,44,balanced,0.5,0.04,0,60,10,1.0,0.0,0.0,0.5653055999428034,0.0,0,0
rcs1_k0,44,robust,0.5,0.043333333333333335,0,60,10,1.0,0.0,0.0,4.485360600054264,0.0,0,0
rcs1_k0,45,v1,0.6,0.04,0,51,10,1.0,0.0,0.0,3.2916990999365225,0.0,0,0
rcs1_k0,45,joint,0.6,0.03666666666666667,0,47,10,1.0,0.0,0.0,3.4252138999290764,0.016764516111395622,350,2
rcs1_k0,45,balanced,0.6,0.043333333333333335,0,60,10,1.0,0.0,0.0,0.5484301999676973,0.0,0,0
rcs1_k0,45,robust,0.6,0.043333333333333335,0,60,10,1.0,0.0,0.0,4.509047499974258,0.0,0,0
rcs1_k0,46,v1,0.3,0.04,0,50,10,0.98,0.0,0.0,3.516073700040579,0.0,0,0
rcs1_k0,46,joint,0.3,0.03333333333333333,0,46,10,0.9782608695652174,0.0,0.0,3.6438019000925124,0.15636440242338345,324,2
rcs1_k0,46,balanced,0.3,0.04666666666666667,0,60,10,0.9833333333333333,0.0,0.0,0.5771354000316933,0.0,0,0
rcs1_k0,46,robust,0.4,0.043333333333333335,0,60,10,0.9833333333333333,0.0,0.0,4.550371499964967,0.0,0,0
rcs1_k0,47,v1,0.2,0.023333333333333334,0,50,10,1.0,0.0,0.0,3.325580499949865,0.0,0,0
rcs1_k0,47,joint,0.2,0.023333333333333334,0,50,10,1.0,0.0,0.0,3.4373446999816224,0.0,324,0
rcs1_k0,47,balanced,0.3,0.02666666666666667,0,60,10,1.0,0.0,0.0,0.6206757000181824,0.0,0,0
rcs1_k0,47,robust,0.2,0.02666666666666667,0,60,10,1.0,0.0,0.0,4.486176499980502,0.0,0,0
rcs1_k0,48,v1,0.5,0.023333333333333334,0,45,10,1.0,0.0,0.0,2.63590979995206,0.0,0,0
rcs1_k0,48,joint,0.5,0.023333333333333334,0,45,10,1.0,0.0,0.0,2.7237273999489844,0.0,286,0
rcs1_k0,48,balanced,0.4,0.02666666666666667,0,60,10,1.0,0.0,0.0,0.4005582000827417,0.0,0,0
rcs1_k0,48,robust,0.4,0.02,0,60,10,1.0,0.0,0.0,3.9602001999737695,0.0,0,0
rcs1_k0,49,v1,0.5,0.016666666666666666,0,52,10,1.0,0.0,0.0,3.3768217000178993,0.0,0,0
rcs1_k0,49,joint,0.5,0.02,0,48,10,1.0,0.0,0.0,3.529571499908343,0.10028441059044546,322,2
rcs1_k0,49,balanced,0.5,0.023333333333333334,0,60,10,1.0,0.0,0.0,0.4022837000666186,0.0,0,0
rcs1_k0,49,robust,0.5,0.016666666666666666,0,55,10,1.0,0.0,0.0,3.5551086999475956,0.0,0,0
rcs1_k0,50,v1,0.7,0.056666666666666664,0,51,10,1.0,0.0,0.0,4.016071899910457,0.0,0,0
